audio_path,audio_filename,subtitle,text_for_tts,original_english
\voice\spotter\clear_right,3.wav,lato destro libero,lato destro libero,right side's clear
\voice\spotter\clear_right,4.wav,libero a destra,libero a destra,clear right
\voice\spotter\clear_right,5.wav,libero a destra,libero a destra,clear right
\voice\spotter\clear_right,6.wav,lato destro libero,lato destro libero,right side's clear
\voice\spotter\hold_your_line,1.wav,tieni la traiettoria,tieni la traiettoria,hold your line
\voice\spotter\hold_your_line,10.wav,tieni la traiettoria,tieni la traiettoria,hold your line
\voice\spotter\hold_your_line,11.wav,tieni la traiettoria,tieni la traiettoria,hold your line
\voice\spotter\hold_your_line,2.wav,tieni la traiettoria,tieni la traiettoria,hold your line
\voice\spotter\hold_your_line,3.wav,tieni la traiettoria,tieni la traiettoria,hold your line
\voice\spotter\hold_your_line,4.wav,tieni la traiettoria,tieni la traiettoria,hold your line
\voice\spotter\hold_your_line,5.wav,tieni la traiettoria,tieni la traiettoria,hold your line
\voice\spotter\hold_your_line,6.wav,tieni la traiettoria,tieni la traiettoria,hold your line
\voice\spotter\hold_your_line,7.wav,tieni la traiettoria,tieni la traiettoria,hold your line
\voice\spotter\hold_your_line,8.wav,tieni la traiettoria,tieni la traiettoria,hold your line
\voice\spotter\hold_your_line,9.wav,tieni la traiettoria,tieni la traiettoria,hold your line
\voice\spotter\in_the_middle,1.wav,"sei in mezzo, 3 in fila","sei in mezzo, 3 in fila","you're in the middle, 3 wide"
\voice\spotter\in_the_middle,2.wav,sei in mezzo,sei in mezzo,you're in the middle
\voice\spotter\in_the_middle,3.wav,sei in mezzo,sei in mezzo,you're in the middle
\voice\spotter\in_the_middle,4.wav,"sei in mezzo, 3 in fila","sei in mezzo, 3 in fila","you're in the middle, 3 wide"
\voice\spotter\in_the_middle,5.wav,"3 in fila, sei in mezzo","3 in fila, sei in mezzo","3 wide, you're in the middle"
\voice\spotter\still_there,1.wav,e' ancora li',e' ancora li',still there
\voice\spotter\still_there,10.wav,e' ancora li',e' ancora li',he's still there
\voice\spotter\still_there,11.wav,e' ancora li',e' ancora li',still there
\voice\spotter\still_there,12.wav,tieni la traiettoria,tieni la traiettoria,hold your line
\voice\spotter\still_there,2.wav,e' ancora li',e' ancora li',still there
\voice\spotter\still_there,3.wav,e' ancora li',e' ancora li',still there
\voice\spotter\still_there,4.wav,e' ancora li',e' ancora li',still there
\voice\spotter\still_there,5.wav,e' ancora li',e' ancora li',he's still there
\voice\spotter\still_there,6.wav,tieni la traiettoria,tieni la traiettoria,hold your line
\voice\spotter\still_there,7.wav,e' ancora li',e' ancora li',still there
\voice\spotter\still_there,8.wav,e' ancora li',e' ancora li',he's still there
\voice\spotter\still_there,9.wav,tieni la traiettoria,tieni la traiettoria,hold your line
\voice\spotter\three_wide_on_inside,1.wav,"siamo 3 wide, down bassa","siamo 3 wide, down bassa","we're 3 wide, you're down low"
\voice\spotter\three_wide_on_inside,2.wav,sei all'interno tre in parallelo,sei all'interno tre in parallelo,"you're on the inside, 3 wide"
\voice\spotter\three_wide_on_inside,3.wav,"siamo 3 in fila, sei all'interno","siamo 3 in fila, sei all'interno","we're going 3 wide, you're on the inside"
\voice\spotter\three_wide_on_inside,4.wav,sei all'interno tre in parallelo,sei all'interno tre in parallelo,"you're on the inside, 3 wide"
\voice\spotter\three_wide_on_inside,5.wav,tre in parallelo sei all'interno,tre in parallelo sei all'interno,"3 wide, you're on the bottom"
\voice\spotter\three_wide_on_inside,6.wav,"3 wide, down bassa","3 wide, down bassa","3 wide, you're down low"
\voice\spotter\three_wide_on_inside,7.wav,tre in parallelo sei all'interno,tre in parallelo sei all'interno,"3 wide, you're inside"
\voice\spotter\three_wide_on_inside,8.wav,sei all'interno tre in parallelo,sei all'interno tre in parallelo,"you're inside, 3 wide"
\voice\spotter\three_wide_on_inside,9.wav,"down bassa, 3 wide","down bassa, 3 wide","you're down low, 3 wide"
\voice\spotter\three_wide_on_left,1.wav,sei a sinistra tre in parallelo,sei a sinistra tre in parallelo,"you're on the left, 3 wide"
\voice\spotter\three_wide_on_left,2.wav,tre in parallelo sei a sinistra,tre in parallelo sei a sinistra,"3 wide, you're on the left"
\voice\spotter\three_wide_on_left,3.wav,sei a sinistra tre in parallelo,sei a sinistra tre in parallelo,"you're on the left, 3 wide"
\voice\spotter\three_wide_on_outside,1.wav,tre in parallelo sei all'esterno,tre in parallelo sei all'esterno,"3 wide, you're up top"
\voice\spotter\three_wide_on_outside,10.wav,"siamo 3 in fila, sei all'esterno","siamo 3 in fila, sei all'esterno","we're going 3 wide, you're on the outside"
\voice\spotter\three_wide_on_outside,2.wav,"siamo in alto, 3 in fila","siamo in alto, 3 in fila","we're up high, 3 wide"
\voice\spotter\three_wide_on_outside,3.wav,tre in parallelo sei all'esterno,tre in parallelo sei all'esterno,"3 wide, you're on the outside"
\voice\spotter\three_wide_on_outside,4.wav,sei all'esterno tre in parallelo,sei all'esterno tre in parallelo,"you're on the outside, 3 wide"
\voice\spotter\three_wide_on_outside,5.wav,siete in tre sei all'esterno,siete in tre sei all'esterno,"you're going 3 wide, you're up top"
\voice\spotter\three_wide_on_outside,6.wav,"3 wide, up alta","3 wide, up alta","3 wide, you're up high"
\voice\spotter\three_wide_on_outside,7.wav,tre in parallelo sei all'esterno,tre in parallelo sei all'esterno,"3 wide, you're on the outside"
\voice\spotter\three_wide_on_outside,8.wav,sei all'esterno tre in parallelo,sei all'esterno tre in parallelo,"you're on the outside, 3 wide"
\voice\spotter\three_wide_on_outside,9.wav,"up alta, 3 wide","up alta, 3 wide","you're up high, 3 wide"
\voice\spotter\three_wide_on_right,4.wav,tre in parallelo sei a destra,tre in parallelo sei a destra,"3 wide, you're on the right"
\voice\spotter\three_wide_on_right,5.wav,sei a destra tre in parallelo,sei a destra tre in parallelo,"you're on the right, 3 wide"
\voice\spotter\three_wide_on_right,6.wav,tre in parallelo sei a destra,tre in parallelo sei a destra,"3 wide, you're on the right"
\voice\strategy\a_few_seconds_ahead_of,1.wav,qualche secondo davanti a,qualche secondo davanti a,a few seconds ahead of
\voice\strategy\a_few_seconds_ahead_of,2.wav,qualche secondo davanti a,qualche secondo davanti a,a few seconds in front of
\voice\strategy\a_few_seconds_ahead_of,3.wav,qualche secondo davanti a,qualche secondo davanti a,a few seconds ahead of
\voice\strategy\a_few_seconds_ahead_of,4.wav,qualche secondo davanti a,qualche secondo davanti a,a few seconds in front of
\voice\strategy\a_few_seconds_ahead_of,5.wav,qualche secondo davanti a,qualche secondo davanti a,a few seconds in front of
\voice\strategy\a_few_seconds_behind,1.wav,a few secondi dietro,a few secondi dietro,a few seconds behind
\voice\strategy\a_few_seconds_behind,2.wav,a few secondi dietro,a few secondi dietro,a few seconds behind
\voice\strategy\a_few_seconds_behind,3.wav,a few secondi dietro,a few secondi dietro,a few seconds behind
\voice\strategy\a_few_seconds_behind,4.wav,a few secondi dietro,a few secondi dietro,a few seconds behind
\voice\strategy\a_few_seconds_behind,5.wav,a few secondi dietro,a few secondi dietro,a few seconds behind
\voice\strategy\a_pitstop_costs_us_about,1_op_prefix_ok.wav,sembra che un pit stop ci costi circa,sembra che un pit stop ci costi circa,looks like a pit stop costs us about
\voice\strategy\a_pitstop_costs_us_about,2.wav,sembra che rientrare ci fara' perdere circa,sembra che rientrare ci fara' perdere circa,it looks like pitting will lose us about
\voice\strategy\a_pitstop_costs_us_about,3_op_prefix_ok.wav,un pit stop ci costera',un pit stop ci costera',a pit stop will cost us
\voice\strategy\a_pitstop_costs_us_about,4.wav,pensiamo a pit stop costs us,pensiamo a pit stop costs us,we think a pit stop costs us
\voice\strategy\a_pitstop_costs_us_about,5.wav,pensiamo a pit stop costs about,pensiamo a pit stop costs about,we think a pit stop costs about
\voice\strategy\a_pitstop_costs_us_about,6_op_prefix_ok.wav,un pit stop ci fara' perdere circa,un pit stop ci fara' perdere circa,a pit stop will lose us about
\voice\strategy\acknowledge_time_pitstop,1.wav,"ok, time this stop","ok, time this stop","okay, we'll time this stop"
\voice\strategy\acknowledge_time_pitstop,1_op_suffix_please.wav,"questo sara' il nostro pit stop di riferimento, ritmo gara sul giro di entrata e uscita","questo sara' il nostro pit stop di riferimento, ritmo gara sul giro di entrata e uscita","this'll be our benchmark pit stop, race pace on the in-lap and the out-lap"
\voice\strategy\acknowledge_time_pitstop,2.wav,"ok, useremo questo pit stop come riferimento","ok, useremo questo pit stop come riferimento","okay, we'll use this stop as a benchmark"
\voice\strategy\acknowledge_time_pitstop,2_op_prefix_ok.wav,"questo e' il nostro pit stop di riferimento, cronometreremo il giro di entrata e uscita, ritmo gara","questo e' il nostro pit stop di riferimento, cronometreremo il giro di entrata e uscita, ritmo gara","this is our benchmark stop, we'll be timing the in-lap and the out-lap, race pace"
\voice\strategy\acknowledge_time_pitstop,3.wav,"ok, questo e' il nostro pit stop di riferimento, ritmo gara fino al settore 2","ok, questo e' il nostro pit stop di riferimento, ritmo gara fino al settore 2","okay, this is our benchmark stop, race pace until sector 2"
\voice\strategy\acknowledge_time_pitstop,3_op_prefix_ok.wav,"abbiamo bisogno del ritmo gara sul giro di entrata e uscita, questo sara' il nostro riferimento","abbiamo bisogno del ritmo gara sul giro di entrata e uscita, questo sara' il nostro riferimento","we need race pace on the in-lap and the out-lap, this'll be our benchmark"
\voice\strategy\acknowledge_time_pitstop,4.wav,"ok, ritmo gara sul giro di uscita fino al settore 2, questo sara' il nostro pit stop di riferimento","ok, ritmo gara sul giro di uscita fino al settore 2, questo sara' il nostro pit stop di riferimento","okay, race pace on the outlap until sector 2, this'll be our benchmark stop"
\voice\strategy\acknowledge_time_pitstop,5.wav,capito cronometreremo questa sosta come riferimento,capito cronometreremo questa sosta come riferimento,"understood, we'll time this stop, use it as a benchmark"
\voice\strategy\acknowledge_time_pitstop,5_op_suffix_please.wav,"questo e' il nostro pit stop di riferimento, abbiamo bisogno del ritmo gara sul giro di entrata e uscita","questo e' il nostro pit stop di riferimento, abbiamo bisogno del ritmo gara sul giro di entrata e uscita","this is our benchmark pit stop, we need race pace on the in-lap and the out-lap"
\voice\strategy\acknowledge_time_pitstop,6.wav,"ricevuto, cronometriamo il pit stop, ritmo gara sul giro di entrata e uscita fino al settore 2","ricevuto, cronometriamo il pit stop, ritmo gara sul giro di entrata e uscita fino al settore 2","acknowledged, we'll time this stop, race pace on the in-lap and out-lap until sector 2, please"
\voice\strategy\ahead_of,1.wav,davanti of,davanti of,ahead of
\voice\strategy\ahead_of,2.wav,davanti of,davanti of,in front of
\voice\strategy\ahead_of,3.wav,davanti of,davanti of,ahead of
\voice\strategy\ahead_of,4.wav,davanti of,davanti of,in front of
\voice\strategy\ahead_of,5.wav,davanti of,davanti of,ahead of
\voice\strategy\ahead_of,6.wav,davanti of,davanti of,in front of
\voice\strategy\and,1.wav,e,e,and
\voice\strategy\and,2.wav,e,e,and
\voice\strategy\and,3.wav,e,e,and
\voice\strategy\and,4.wav,e,e,and
\voice\strategy\and,5.wav,e,e,and
\voice\strategy\and,6.wav,e,e,and
\voice\strategy\and,7.wav,e,e,and
\voice\strategy\behind,1.wav,dietro,dietro,behind
\voice\strategy\behind,2.wav,dietro,dietro,behind
\voice\strategy\behind,3.wav,dietro,dietro,behind
\voice\strategy\behind,4.wav,dietro,dietro,behind
\voice\strategy\between,1.wav,nel mezzo,nel mezzo,in between
\voice\strategy\between,2.wav,tra,tra,between
\voice\strategy\between,3.wav,nel mezzo,nel mezzo,in between
\voice\strategy\between,4.wav,tra,tra,between
\voice\strategy\between,5.wav,tra,tra,between
\voice\strategy\between,6.wav,nel mezzo,nel mezzo,in between
\voice\strategy\between,7.wav,tra,tra,between
\voice\strategy\close_between,1.wav,molto vicino a,molto vicino a,really close to
\voice\strategy\close_between,2.wav,attaccato a,attaccato a,right with
\voice\strategy\close_between,3.wav,molto vicino a,molto vicino a,really close to
\voice\strategy\close_between,4.wav,vicino tra,vicino tra,close between
\voice\strategy\close_between,5.wav,molto vicino tra,molto vicino tra,really close between
\voice\strategy\close_between,6.wav,attaccato a,attaccato a,right with
\voice\strategy\expect_clear_track_on_pit_exit,1.wav,aspettati pista libera all'uscita,aspettati pista libera all'uscita,expect a clear track on exit
\voice\strategy\expect_clear_track_on_pit_exit,2_op_prefix_ok.wav,dovresti uscire in aria pulita,dovresti uscire in aria pulita,you should be coming out into clear air
\voice\strategy\expect_clear_track_on_pit_exit,3_op_prefix_ok.wav,dovresti avere molto spazio in uscita,dovresti avere molto spazio in uscita,you should have plenty of space on the exit
\voice\strategy\expect_clear_track_on_pit_exit,4_op_prefix_ok.wav,prevediamo niente traffico all'uscita,prevediamo niente traffico all'uscita,we expect there'll be no traffic on exit
\voice\strategy\expect_clear_track_on_pit_exit,5.wav,prevediamo che uscirai dai box in aria pulita,prevediamo che uscirai dai box in aria pulita,we expect you'll be coming out of the pits into clear air
\voice\strategy\expect_clear_track_on_pit_exit,6.wav,pensiamo che uscirai dai box in aria pulita,pensiamo che uscirai dai box in aria pulita,we think you'll be exiting the pits into clear air
